Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Interest","Vol/OI Ratio",IV,Time
TSLA,357.87,Call,365,08/11/17,1,0.00,0.01,0.01,0.03,6978,3942,1.77,0.00%,08/11/17
NVDA,155.96,Put,155,09/15/17,34,7.25,7.33,7.40,7.35,4144,2355,1.76,42.21%,08/11/17
GLW,28.98,Call,40,01/18/19,524,0.73,0.81,0.89,0.74,2269,1288,1.76,25.19%,08/11/17
FOSL,8.2,Call,10,08/18/17,6,0.00,0.05,0.05,0.05,508,290,1.75,104.99%,08/11/17
ON,15.94,Put,15,10/20/17,69,0.50,0.55,0.60,0.65,2000,1146,1.75,36.02%,08/11/17
AMD,12.23,Call,12.5,08/25/17,13,0.42,0.44,0.46,0.43,1191,682,1.75,62.99%,08/11/17
AAPL,157.48,Put,157.5,08/18/17,6,1.92,1.96,2.00,1.96,11589,6635,1.75,26.67%,08/11/17
AMZN,967.99,Call,980,08/18/17,6,5.90,6.1,6.30,6.1,1508,862,1.75,24.27%,08/11/17
COF,82.8,Put,82.5,09/15/17,34,1.88,1.96,2.03,2.09,1574,902,1.75,21.57%,08/11/17
PAGP,21.09,Put,28,01/19/18,160,7.00,7.45,7.90,3.45,550,316,1.74,44.88%,08/11/17
SNAP,11.83,Put,11.5,08/25/17,13,0.38,0.51,0.63,0.51,1348,773,1.74,78.12%,08/11/17
NVDA,155.96,Call,165,08/11/17,1,0.00,0.01,0.01,0.01,5610,3230,1.74,0.00%,08/11/17
JD,45.9,Put,45,12/15/17,125,3.45,3.8,4.15,3.7,2107,1211,1.74,40.92%,08/11/17
BIDU,223.49,Put,210,10/20/17,69,5.05,5.33,5.60,5.5,775,448,1.73,29.23%,08/11/17
GS,224.15,Call,222.5,08/18/17,6,3.30,3.43,3.55,3.65,645,373,1.73,23.93%,08/11/17
CMG,326.41,Call,330,08/11/17,1,0.00,0.05,0.05,0.02,943,545,1.73,0.00%,08/11/17
ALNY,78.22,Call,90,09/15/17,34,1.30,1.5,1.70,1.5,1000,581,1.72,54.40%,08/11/17
CSIQ,17.2,Put,8,10/20/17,69,0.00,0.1,0.10,0.05,600,349,1.72,93.10%,08/11/17
JD,45.9,Call,47,08/18/17,6,1.41,1.49,1.56,1.45,3657,2128,1.72,91.53%,08/11/17
AMZN,967.99,Call,970,08/18/17,6,9.95,10.23,10.50,10.25,1868,1091,1.71,24.62%,08/11/17
BBT,46.31,Put,44,09/15/17,34,0.31,0.36,0.40,0.38,2001,1175,1.7,21.70%,08/11/17
WMT,80.4,Put,79,08/18/17,6,1.01,1.04,1.07,1.01,2229,1312,1.7,44.36%,08/11/17
AABA,57.92,Call,61,08/18/17,6,0.29,0.39,0.48,0.35,9000,5320,1.69,51.30%,08/11/17
AZN,29.08,Put,33.5,08/11/17,1,4.30,4.4,4.50,4.03,2200,1301,1.69,0.00%,08/11/17
CBI,11.8,Put,10,08/11/17,1,0.00,0.05,0.05,0.04,1367,813,1.68,0.00%,08/11/17
GE,25.2,Call,26,11/17/17,97,0.47,0.51,0.55,0.54,2428,1441,1.68,15.77%,08/11/17
SNAP,11.83,Put,10.5,08/18/17,6,0.08,0.09,0.10,0.09,2780,1663,1.67,95.19%,08/11/17
SNAP,11.83,Call,12,09/15/17,34,0.83,0.92,1.00,0.84,810,485,1.67,69.60%,08/11/17
DIS,101.99,Put,102,08/11/17,1,0.01,0.02,0.03,0.01,2562,1533,1.67,0.00%,08/11/17
THC,14.05,Put,16.5,08/18/17,6,2.35,2.45,2.55,2.99,2155,1289,1.67,55.86%,08/11/17
MYL,30.88,Call,35,09/15/17,34,0.12,0.18,0.24,0.18,5330,3215,1.66,33.88%,08/11/17
ETN,71.48,Call,72.5,10/20/17,69,2.10,2.15,2.20,2.25,715,432,1.66,20.58%,08/11/17
AMTD,43.82,Call,41,08/18/17,6,2.75,2.93,3.10,4.8,4204,2528,1.66,43.85%,08/11/17
FB,168.08,Call,167.5,08/11/17,1,0.52,0.6,0.68,0.54,9237,5561,1.66,0.00%,08/11/17
NVDA,155.96,Call,165,08/25/17,13,1.94,2.07,2.20,2.16,1089,658,1.66,46.71%,08/11/17
CRR,6.76,Put,11,09/15/17,34,4.10,4.25,4.40,4.55,3020,1829,1.65,82.46%,08/11/17
STX,32.29,Call,45,01/18/19,524,1.47,1.67,1.86,1.55,502,304,1.65,32.21%,08/11/17
WTW,47.98,Put,17,01/18/19,524,0.75,0.93,1.10,1,14720,8905,1.65,66.43%,08/11/17
LYV,38.34,Call,42,08/18/17,6,0.05,0.18,0.30,0.2,504,307,1.64,65.29%,08/11/17
AMZN,967.99,Put,950,08/11/17,1,0.00,0.05,0.05,0.03,3163,1930,1.64,0.00%,08/11/17
TSLA,357.87,Call,377.5,08/18/17,6,1.10,1.17,1.23,1.11,1202,738,1.63,40.77%,08/11/17
BBRY,8.78,Call,8.5,08/11/17,1,0.29,0.3,0.30,0.29,878,540,1.63,0.00%,08/11/17
WDC,79.9,Call,80,08/11/17,1,0.00,0.12,0.12,0.01,1461,899,1.63,0.00%,08/11/17
DB,17.05,Call,16,09/15/17,34,1.37,1.4,1.42,1.28,537,330,1.63,37.62%,08/11/17
ZNGA,3.63,Call,2,12/15/17,125,1.58,1.65,1.72,1.56,800,492,1.63,57.52%,08/11/17
C,66.8,Put,67,08/25/17,13,1.14,1.17,1.20,1.19,840,516,1.63,22.30%,08/11/17
LNG,42.59,Put,42,08/18/17,6,0.42,0.45,0.48,0.47,1253,773,1.62,35.88%,08/11/17
NVDA,155.96,Put,150,08/11/17,1,0.00,0.01,0.01,0.01,11586,7145,1.62,0.00%,08/11/17
FCX,13.96,Put,14,08/11/17,1,0.03,0.05,0.07,0.05,2484,1530,1.62,0.00%,08/11/17
BABA,151.7,Call,150,08/25/17,13,6.75,6.85,6.95,6.6,1283,797,1.61,54.41%,08/11/17
CRMD,0.34,Put,5,09/15/17,34,4.40,4.65,4.90,4.5,788,488,1.61,0.00%,08/11/17
VG,8.45,Put,8,08/18/17,6,0.00,0.1,0.10,0.05,700,438,1.6,51.96%,08/11/17
JD,45.9,Put,44,03/16/18,216,3.85,4.4,4.95,4.15,714,446,1.6,39.60%,08/11/17
XOM,78.21,Call,75,08/11/17,1,2.90,3.2,3.50,4.95,800,500,1.6,0.00%,08/11/17
XOM,78.21,Call,76,08/11/17,1,2.07,2.24,2.41,3.95,800,500,1.6,0.00%,08/11/17
MSFT,72.5,Call,71,08/11/17,1,1.48,1.52,1.56,1.58,625,392,1.59,0.00%,08/11/17
V,100.09,Call,99.5,08/18/17,6,1.09,1.14,1.18,1.18,867,547,1.59,17.11%,08/11/17
ILG,25.63,Call,28,12/15/17,125,0.72,0.78,0.83,0.79,1000,628,1.59,26.90%,08/11/17
VZ,48.06,Call,48,08/11/17,1,0.04,0.07,0.09,0.06,1223,769,1.59,0.00%,08/11/17
AABA,57.92,Put,44,10/20/17,69,0.08,0.16,0.24,0.45,1700,1066,1.59,38.21%,08/11/17
CMG,326.41,Put,325,08/11/17,1,0.00,0.05,0.05,0.04,633,399,1.59,0.00%,08/11/17
NVDA,155.96,Call,160,11/17/17,97,12.80,13.1,13.40,13.11,1334,842,1.58,46.07%,08/11/17
DDS,58.01,Put,75,09/15/17,34,17.10,17.55,18.00,16.7,1003,636,1.58,66.64%,08/11/17
LLY,81.15,Put,77.5,01/18/19,524,6.05,6.4,6.75,6.4,800,507,1.58,22.87%,08/11/17
SU,32.41,Call,35,01/19/18,160,0.74,0.84,0.93,0.8,2500,1584,1.58,20.31%,08/11/17
TXN,80.89,Call,65,08/18/17,6,15.70,17.05,18.40,17,526,336,1.57,178.66%,08/11/17
CMCM,10.63,Put,14,08/18/17,6,3.20,3.4,3.60,3.2,1595,1014,1.57,135.17%,08/11/17
GOOGL,930.09,Put,920,08/11/17,1,0.00,0.05,0.05,0.1,807,515,1.57,0.00%,08/11/17
CMCSA,41.11,Call,40.5,09/22/17,41,1.40,1.5,1.59,1.05,2038,1300,1.57,21.13%,08/11/17
REGN,466.59,Call,470,08/11/17,1,0.00,0.15,0.15,0.12,568,365,1.56,0.00%,08/11/17
SHLD,8.88,Put,18,12/15/17,125,10.70,10.9,11.10,11.8,3140,2007,1.56,179.92%,08/11/17
PAA,20.4,Call,25,01/19/18,160,0.30,0.38,0.45,0.25,4108,2644,1.55,30.22%,08/11/17
TEVA,17.3,Call,18,08/18/17,6,0.20,0.23,0.26,0.25,2079,1340,1.55,61.16%,08/11/17
CMG,326.41,Put,320,08/11/17,1,0.00,0.05,0.05,0.03,712,458,1.55,0.00%,08/11/17
SNAP,11.83,Put,11.5,08/11/17,1,0.00,0.01,0.01,0.01,6525,4232,1.54,0.00%,08/11/17
GE,25.2,Call,25,10/20/17,69,0.81,0.82,0.83,0.85,3129,2039,1.53,15.97%,08/11/17
ESPR,49.33,Put,27,12/15/17,125,0.55,0.9,1.25,0.9,7305,4771,1.53,83.83%,08/11/17
NVDA,155.96,Put,160,08/11/17,1,3.95,4.15,4.35,4.1,11925,7769,1.53,0.00%,08/11/17
TSLA,357.87,Put,360,08/11/17,1,1.85,2.25,2.64,2.25,6320,4127,1.53,0.00%,08/11/17
FB,168.08,Call,105,12/15/17,125,63.30,63.8,64.30,59.3,2001,1318,1.52,42.71%,08/11/17
VRX,13.89,Call,14.5,08/18/17,6,0.17,0.18,0.19,0.19,1646,1086,1.52,62.65%,08/11/17
AMZN,967.99,Call,965,08/18/17,6,12.65,12.93,13.20,12.81,769,507,1.52,25.03%,08/11/17
AAPL,157.48,Put,155,08/25/17,13,1.78,1.82,1.86,1.82,2522,1657,1.52,25.78%,08/11/17
VRX,13.89,Call,21,09/15/17,34,0.01,0.03,0.04,0.05,1400,928,1.51,66.76%,08/11/17
INTC,35.87,Call,35.5,08/11/17,1,0.31,0.35,0.39,0.39,518,343,1.51,0.00%,08/11/17
SSP,18.3,Put,20,08/18/17,6,1.55,1.75,1.95,2.43,670,445,1.51,56.52%,08/11/17
AMD,12.23,Call,11.5,08/11/17,1,0.71,0.73,0.74,0.68,1238,827,1.5,0.00%,08/11/17
TTM,29.4,Put,28,01/18/19,524,3.00,3.25,3.50,3.15,3005,2014,1.49,30.22%,08/11/17
PHH,14.02,Call,18,08/18/17,6,0.00,0.1,0.10,0.05,600,402,1.49,129.58%,08/11/17
MU,28.01,Call,27.5,08/11/17,1,0.47,0.5,0.53,0.52,3695,2482,1.49,0.00%,08/11/17
EOG,88.53,Call,105,01/19/18,160,1.29,1.43,1.56,1.35,2012,1350,1.49,25.80%,08/11/17
TSLA,357.87,Put,352.5,08/11/17,1,0.01,0.02,0.03,0.01,4339,2911,1.49,0.00%,08/11/17
NXPI,112.2,Put,85,04/20/18,251,0.00,4.6,4.60,1.05,1500,1013,1.48,34.42%,08/11/17
PHH,14.02,Put,11,08/18/17,6,0.00,0.1,0.10,0.2,1512,1022,1.48,133.40%,08/11/17
AMD,12.23,Put,12,08/11/17,1,0.00,0.01,0.01,0.01,14914,10046,1.48,0.00%,08/11/17
AAPL,157.48,Call,157.5,08/18/17,6,1.97,1.98,1.98,1.99,21028,14299,1.47,26.85%,08/11/17
CAT,112.85,Call,112,08/11/17,1,0.73,0.96,1.19,0.93,2039,1396,1.46,0.00%,08/11/17
MSFT,72.5,Call,72.5,08/11/17,1,0.01,0.03,0.05,0.01,4675,3209,1.46,0.00%,08/11/17
NVDA,155.96,Call,160,08/18/17,6,2.08,2.1,2.12,2.11,11129,7607,1.46,51.17%,08/11/17
SLB,63.83,Put,57.5,01/19/18,160,1.53,1.6,1.67,1.61,4504,3097,1.45,25.61%,08/11/17
AEP,70.56,Call,65,08/18/17,6,5.50,5.7,5.90,6,561,386,1.45,48.89%,08/11/17
NFLX,171.4,Put,172.5,08/11/17,1,0.96,1.13,1.30,1.2,3866,2674,1.45,0.00%,08/11/17
JD,45.9,Call,45.5,08/11/17,1,0.02,1.71,3.40,0.3,3138,2166,1.45,0.00%,08/11/17
GLW,28.98,Call,33,01/19/18,160,0.45,0.5,0.54,0.48,681,473,1.44,22.28%,08/11/17
SPLK,58.2,Call,59,08/18/17,6,0.55,0.63,0.70,0.6,509,353,1.44,35.45%,08/11/17
MSFT,72.5,Call,71.5,08/11/17,1,0.99,1.02,1.05,0.98,908,634,1.43,0.00%,08/11/17
SNAP,11.83,Call,11,08/18/17,6,0.91,1.01,1.10,0.97,1940,1361,1.43,89.89%,08/11/17
MSFT,72.5,Put,72.5,08/11/17,1,0.01,0.02,0.03,0.03,3094,2165,1.43,0.00%,08/11/17
DDS,58.01,Call,75,09/15/17,34,0.15,0.23,0.30,0.2,1014,710,1.43,52.29%,08/11/17
AMD,12.23,Call,18,08/11/17,1,0.00,0.01,0.01,0.07,580,407,1.43,0.00%,08/11/17
AMD,12.23,Call,12.5,08/18/17,6,0.24,0.25,0.25,0.23,14615,10189,1.43,62.98%,08/11/17
SNAP,11.83,Call,12,01/19/18,160,1.85,2.01,2.17,1.9,941,663,1.42,66.60%,08/11/17
AMD,12.23,Put,10.5,08/18/17,6,0.02,0.03,0.03,0.02,552,388,1.42,81.44%,08/11/17
STX,32.29,Call,32.5,08/18/17,6,0.43,0.46,0.48,0.47,550,387,1.42,36.48%,08/11/17
BUD,115.82,Put,110,09/15/17,34,1.00,1.03,1.05,0.99,3361,2362,1.42,23.17%,08/11/17
TSLA,357.87,Put,337.5,08/18/17,6,1.35,1.44,1.52,1.53,687,488,1.41,47.41%,08/11/17
BIDU,223.49,Put,225,08/11/17,1,1.10,1.53,1.95,1.54,1287,915,1.41,0.00%,08/11/17
FTR,14.91,Put,15,01/18/19,524,5.90,6.25,6.60,5.9,2558,1819,1.41,93.73%,08/11/17
ALXN,132.93,Put,65,08/18/17,6,0.00,0.1,0.10,0.35,671,477,1.41,243.00%,08/11/17
AAPL,157.48,Call,150,08/25/17,13,8.10,8.28,8.45,8.34,852,605,1.41,28.72%,08/11/17
TSLA,357.87,Put,362.5,08/11/17,1,4.35,4.75,5.15,4.92,1355,961,1.41,0.00%,08/11/17
MSFT,72.5,Put,73,08/11/17,1,0.43,0.49,0.54,0.51,1327,950,1.4,0.00%,08/11/17
NVDA,155.96,Put,149,08/18/17,6,1.11,1.19,1.27,1.15,1424,1015,1.4,51.60%,08/11/17
CBI,11.8,Put,9.5,08/18/17,6,0.00,0.1,0.10,0.12,507,365,1.39,126.73%,08/11/17
CSCO,31.47,Call,31,08/11/17,1,0.45,0.48,0.50,0.51,1490,1069,1.39,0.00%,08/11/17
AMTD,43.82,Call,38,08/18/17,6,5.70,5.85,6.00,7.7,4200,3019,1.39,60.94%,08/11/17
PCLN,1854.17,Put,1845,08/11/17,1,0.00,0.2,0.20,0.1,606,438,1.38,0.00%,08/11/17
HSBC,47.77,Call,43,09/15/17,34,4.65,4.93,5.20,7.8,1322,956,1.38,24.70%,08/11/17
NVDA,155.96,Call,150,10/20/17,69,14.10,14.4,14.70,14.43,673,492,1.37,41.85%,08/11/17
FOXA,28.21,Put,27,01/18/19,524,2.50,2.65,2.80,2.1,1900,1386,1.37,26.01%,08/11/17
SHOO,43,Put,35,09/15/17,34,0.00,0.25,0.25,0.55,6265,4567,1.37,43.64%,08/11/17
AAPL,157.48,Put,160,08/11/17,1,2.45,2.54,2.62,2.64,13216,9634,1.37,0.00%,08/11/17
BABA,151.7,Put,148,08/11/17,1,0.00,0.03,0.03,0.01,2964,2168,1.37,0.00%,08/11/17
JPM,91.42,Put,92,08/18/17,6,1.11,1.13,1.15,1.14,969,715,1.36,19.04%,08/11/17
HRTG,11.53,Put,10,03/16/18,216,0.70,0.85,1.00,0.9,1500,1100,1.36,46.38%,08/11/17
APO,29.39,Call,15,01/18/19,524,13.30,14.1,14.90,12.5,800,589,1.36,0.00%,08/11/17
ETSY,16.22,Call,20,09/15/17,34,0.00,0.1,0.10,0.05,2328,1718,1.36,42.59%,08/11/17
XPO,55.63,Call,45,01/19/18,160,12.40,12.6,12.80,20,2750,2040,1.35,42.64%,08/11/17
SNAP,11.83,Put,11,08/18/17,6,0.16,0.18,0.20,0.17,15507,11482,1.35,91.45%,08/11/17
KSS,38.64,Call,37.5,08/11/17,1,1.00,1.18,1.35,1.18,1371,1012,1.35,0.00%,08/11/17
INCY,124.1,Put,110,09/15/17,34,1.60,1.8,2.00,1.9,852,630,1.35,46.51%,08/11/17
BBD,9.99,Put,12,12/15/17,125,2.09,2.19,2.29,3.55,1219,905,1.35,34.44%,08/11/17
AAPL,157.48,Put,157.5,08/25/17,13,2.74,2.77,2.79,2.79,1943,1437,1.35,24.42%,08/11/17
XOM,78.21,Call,79.5,08/11/17,1,0.00,0.01,0.01,0.07,1517,1125,1.35,0.00%,08/11/17
HAIN,43.34,Put,32,01/19/18,160,0.15,0.35,0.55,0.6,2487,1852,1.34,34.67%,08/11/17
SPR,68.91,Put,47.5,10/20/17,69,0.00,0.15,0.15,0.05,690,515,1.34,42.09%,08/11/17
SGMO,10.25,Call,12,08/18/17,6,0.00,0.1,0.10,0.05,558,416,1.34,98.28%,08/11/17
TEVA,17.3,Put,19,08/11/17,1,1.70,3.05,4.40,1.83,2600,1946,1.34,0.00%,08/11/17
KERX,6.42,Put,7,12/15/17,125,1.10,1.33,1.55,1.2,1610,1198,1.34,66.13%,08/11/17
CBG,35.77,Call,38,12/15/17,125,1.05,1.13,1.20,1.45,800,602,1.33,23.41%,08/11/17
V,100.09,Call,100,08/11/17,1,0.05,0.11,0.16,0.13,888,668,1.33,0.00%,08/11/17
GS,224.15,Put,212.5,08/18/17,6,0.19,0.23,0.26,0.27,1497,1127,1.33,30.39%,08/11/17
BK,52.19,Put,53,08/25/17,13,1.12,1.26,1.39,0.88,2010,1510,1.33,20.95%,08/11/17
FB,168.08,Put,167.5,08/11/17,1,0.00,0.02,0.02,0.01,7632,5743,1.33,0.00%,08/11/17
GRA,66.88,Put,72.5,08/18/17,6,5.60,5.9,6.20,4.2,2409,1822,1.32,59.08%,08/11/17
ILG,25.63,Put,23,12/15/17,125,0.63,0.68,0.72,0.71,3640,2761,1.32,30.12%,08/11/17
NFLX,171.4,Call,177.5,08/18/17,6,0.90,0.93,0.95,0.97,2376,1802,1.32,37.41%,08/11/17
COH,47.55,Call,40,11/17/17,97,7.80,8,8.20,8.05,1129,863,1.31,28.22%,08/11/17
BAC,23.86,Call,23.5,08/25/17,13,0.67,0.68,0.69,0.66,1588,1215,1.31,27.65%,08/11/17
INTC,35.87,Put,36,11/17/17,97,1.57,1.6,1.63,1.59,1044,798,1.31,21.57%,08/11/17
EPC,74.26,Put,80,08/18/17,6,5.10,5.65,6.20,8,2601,1992,1.31,0.00%,08/11/17
BTU,28.25,Call,30,10/20/17,69,0.75,0.93,1.10,1.05,2500,1910,1.31,32.65%,08/11/17
AMZN,967.99,Call,960,08/18/17,6,15.70,15.98,16.25,16.2,1046,800,1.31,25.46%,08/11/17
AAPL,157.48,Call,175,09/15/17,34,0.33,0.35,0.36,0.34,13558,10461,1.3,23.28%,08/11/17
OLN,29.18,Call,33,09/15/17,34,0.05,0.1,0.15,0.45,982,758,1.3,29.07%,08/11/17
AAPL,157.48,Call,180,10/20/17,69,0.77,0.79,0.80,0.8,6017,4613,1.3,23.56%,08/11/17
MOBL,3.95,Call,2.5,09/15/17,34,1.40,1.63,1.85,1.65,723,556,1.3,175.54%,08/11/17
BIDU,223.49,Put,217.5,08/11/17,1,0.00,0.02,0.02,0.01,1509,1164,1.3,0.00%,08/11/17
DG,75.49,Call,80.5,09/08/17,27,0.65,0.73,0.80,1.1,770,594,1.3,29.45%,08/11/17
TEVA,17.3,Call,17.5,08/18/17,6,0.38,0.43,0.47,0.43,1906,1467,1.3,63.75%,08/11/17
EXPE,144.51,Put,141,09/01/17,20,2.05,2.23,2.40,2.1,5000,3858,1.3,28.86%,08/11/17
D,77.39,Put,55,10/20/17,69,0.00,0.1,0.10,0.08,785,608,1.29,36.20%,08/11/17
ABX,17.04,Call,17,08/11/17,1,0.02,0.04,0.06,0.05,3678,2855,1.29,0.00%,08/11/17
RHT,98.34,Put,97.5,10/20/17,69,4.60,4.75,4.90,4.58,723,561,1.29,31.17%,08/11/17
BLK,424.16,Call,480,08/18/17,6,0.00,0.05,0.05,0.25,967,750,1.29,39.63%,08/11/17
MS,45.65,Put,46,10/20/17,69,2.11,2.15,2.19,2.2,1047,811,1.29,25.58%,08/11/17
AMZN,967.99,Put,930,08/11/17,1,0.00,0.01,0.01,0.01,1211,940,1.29,0.00%,08/11/17
AMZN,967.99,Put,945,08/11/17,1,0.00,0.01,0.01,0.01,852,662,1.29,0.00%,08/11/17
BA,234.88,Call,235,08/11/17,1,0.01,0.07,0.12,0.08,707,549,1.29,0.00%,08/11/17
TGT,55.65,Call,50,08/18/17,6,5.55,5.65,5.75,5.64,2051,1588,1.29,0.00%,08/11/17
TGT,55.65,Put,52,08/18/17,6,0.30,0.33,0.36,0.33,8275,6433,1.29,59.73%,08/11/17
CYBR,40.07,Put,34,08/11/17,1,0.00,0.05,0.05,0.05,826,646,1.28,0.00%,08/11/17
AMD,12.23,Call,28,10/20/17,69,0.00,0.02,0.02,0.04,1382,1083,1.28,74.95%,08/11/17
XOM,78.21,Put,78.5,08/11/17,1,0.26,0.28,0.30,0.26,1667,1298,1.28,0.00%,08/11/17
DDS,58.01,Put,57.5,08/18/17,6,1.55,1.7,1.85,1.95,958,753,1.27,72.26%,08/11/17
VRX,13.89,Call,14,08/18/17,6,0.35,0.36,0.37,0.37,2865,2259,1.27,63.26%,08/11/17
DEPO,6.32,Put,3,01/19/18,160,0.10,0.2,0.30,0.15,2684,2116,1.27,103.98%,08/11/17
MPC,52.16,Put,55,08/25/17,13,3.10,3.28,3.45,1.62,885,696,1.27,37.36%,08/11/17
AMZN,967.99,Call,992.5,08/18/17,6,2.72,2.94,3.15,3.02,571,451,1.27,24.30%,08/11/17
NVDA,155.96,Put,155,08/18/17,6,3.00,3.13,3.25,3.1,6380,5029,1.27,49.52%,08/11/17
KO,45.59,Call,47,09/01/17,20,0.05,0.07,0.09,0.06,1000,795,1.26,11.18%,08/11/17
CRNT,2.27,Put,5,09/15/17,34,2.50,2.73,2.95,1.6,717,568,1.26,0.00%,08/11/17
ILG,25.63,Call,15,09/15/17,34,9.50,10.7,11.90,12,4000,3180,1.26,92.74%,08/11/17
ED,82.87,Call,80,08/18/17,6,2.75,2.93,3.10,2.68,986,781,1.26,19.09%,08/11/17
NVDA,155.96,Put,140,01/18/19,524,20.30,20.95,21.60,21.1,1976,1586,1.25,41.89%,08/11/17
KR,23.49,Call,24,08/18/17,6,0.20,0.23,0.25,0.25,7519,6000,1.25,38.96%,08/11/17
PH,157.02,Put,160,08/18/17,6,3.50,3.7,3.90,3.9,2000,1595,1.25,25.12%,08/11/17
SCCO,38.38,Call,35,08/18/17,6,3.20,3.5,3.80,3.7,1500,1196,1.25,60.23%,08/11/17
TMUS,63.61,Call,68.5,08/18/17,6,0.00,0.25,0.25,0.2,750,598,1.25,44.87%,08/11/17
CNP,28.82,Call,28,08/18/17,6,0.75,0.85,0.95,0.8,536,429,1.25,18.57%,08/11/17
WB,82.72,Call,88,08/11/17,1,0.00,0.05,0.05,0.1,793,638,1.24,0.00%,08/11/17
BW,2.91,Call,5,08/18/17,6,0.00,0.1,0.10,0.05,1290,1044,1.24,325.06%,08/11/17
BABA,151.7,Call,149,08/18/17,6,6.60,6.75,6.90,6.64,760,611,1.24,75.22%,08/11/17
NVTA,9.19,Call,7.5,12/15/17,125,2.20,2.3,2.40,2.5,1059,858,1.23,65.70%,08/11/17
BBRY,8.78,Put,9,08/11/17,1,0.20,0.22,0.23,0.22,1533,1245,1.23,0.00%,08/11/17
ILG,25.63,Call,17,09/15/17,34,7.65,8.63,9.60,10,3000,2431,1.23,0.00%,08/11/17
NFLX,171.4,Put,167.5,08/11/17,1,0.00,0.01,0.01,0.01,4026,3260,1.23,0.00%,08/11/17
LPLA,45.67,Put,41,08/18/17,6,0.00,0.35,0.35,0.75,617,500,1.23,72.28%,08/11/17
CMCM,10.63,Call,14,08/18/17,6,0.00,0.05,0.05,0.15,1240,1014,1.22,129.22%,08/11/17
NVCR,18.3,Call,35,03/16/18,216,0.00,0.25,0.25,0.45,1226,1001,1.22,46.37%,08/11/17
APA,42.39,Put,40,01/18/19,524,5.50,5.73,5.95,5.8,538,441,1.22,36.71%,08/11/17
ETE,16.99,Call,18,09/15/17,34,0.24,0.27,0.29,0.25,1253,1027,1.22,30.23%,08/11/17
JD,45.9,Call,51,08/25/17,13,0.41,0.6,0.78,0.65,3880,3171,1.22,65.58%,08/11/17
AMZN,967.99,Call,985,08/18/17,6,4.35,4.53,4.70,4.55,829,682,1.22,24.03%,08/11/17
TSLA,357.87,Put,350,08/11/17,1,0.00,0.01,0.01,0.03,4276,3504,1.22,0.00%,08/11/17
GE,25.2,Put,25.5,08/18/17,6,0.39,0.4,0.41,0.4,5512,4557,1.21,18.66%,08/11/17
ABX,17.04,Put,3,01/19/18,160,0.00,0.02,0.02,0.02,723,597,1.21,106.20%,08/11/17
HSBC,47.77,Call,47,08/18/17,6,0.86,1,1.14,3.75,1807,1489,1.21,23.62%,08/11/17
FCX,13.96,Call,14,08/11/17,1,0.00,0.01,0.01,0.01,2676,2206,1.21,0.00%,08/11/17
NVDA,155.96,Call,170,10/20/17,69,6.10,6.18,6.25,6.1,3011,2504,1.2,42.12%,08/11/17
MSFT,72.5,Put,57.5,08/18/17,6,0.00,0.02,0.02,0.03,960,803,1.2,77.65%,08/11/17
RCL,117.22,Call,90,09/15/17,34,26.85,27.3,27.75,29.75,600,500,1.2,0.00%,08/11/17
EXPR,6.28,Call,11,01/19/18,160,0.00,0.15,0.15,0.32,1000,831,1.2,54.08%,08/11/17
FCX,13.96,Call,13.5,08/11/17,1,0.44,0.46,0.48,0.43,641,533,1.2,0.00%,08/11/17
MDLZ,43.59,Put,36,01/19/18,160,0.48,0.53,0.57,0.52,8000,6719,1.19,27.72%,08/11/17
SU,32.41,Put,28,08/18/17,6,0.00,0.04,0.04,0.07,1000,840,1.19,63.20%,08/11/17
JCP,3.93,Call,4.5,08/11/17,1,0.00,0.01,0.01,0.03,1935,1620,1.19,0.00%,08/11/17
NVDA,155.96,Call,167.5,08/18/17,6,0.57,0.62,0.66,0.62,2478,2089,1.19,52.76%,08/11/17
C,66.8,Call,67,08/18/17,6,0.63,0.65,0.67,0.63,2418,2033,1.19,23.74%,08/11/17
CYH,7.45,Put,5,12/15/17,125,0.15,0.3,0.45,0.4,926,785,1.18,79.95%,08/11/17
HD,154.88,Put,150,08/18/17,6,0.83,0.87,0.90,0.85,4718,3984,1.18,36.78%,08/11/17
RH,56,Call,61,08/18/17,6,0.30,0.65,1.00,1,1832,1555,1.18,86.08%,08/11/17
JD,45.9,Put,41,01/19/18,160,2.20,2.48,2.75,2.45,1545,1304,1.18,40.22%,08/11/17
AVGO,244.17,Call,245,08/11/17,1,0.00,0.1,0.10,0.05,544,463,1.17,0.00%,08/11/17
NVDA,155.96,Put,140,10/20/17,69,4.45,4.53,4.60,4.55,1108,949,1.17,42.30%,08/11/17
BABA,151.7,Put,80,12/15/17,125,0.00,0.11,0.11,0.16,720,614,1.17,44.03%,08/11/17
KN,14.71,Put,17.5,08/18/17,6,2.70,2.85,3.00,1.65,510,435,1.17,102.06%,08/11/17
JD,45.9,Put,45.5,08/11/17,1,0.00,0.67,0.67,0.05,1016,868,1.17,0.00%,08/11/17
WMT,80.4,Put,80.5,08/11/17,1,0.06,0.17,0.27,0.08,574,491,1.17,0.00%,08/11/17
KERX,6.42,Put,8,08/18/17,6,1.45,1.58,1.70,1.25,1603,1373,1.17,0.00%,08/11/17
