Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Interest","Vol/OI Ratio",IV,Time
SNAP,13.77,Put,9,08/11/17,0,0.04,0.05,0.06,0.05,1100,656,1.68,476.78%,08/10/17
JD,46.09,Call,47,08/11/17,0,0.09,0.12,0.15,0.15,1203,717,1.68,44.24%,08/10/17
DIS,101.35,Put,102,08/18/17,7,1.31,1.35,1.38,1.35,1969,1170,1.68,19.17%,08/10/17
NEM,36.44,Call,40,01/18/19,525,4.05,4.18,4.30,4.18,3650,2174,1.68,30.73%,08/10/17
MS,46.3,Put,46,08/18/17,7,0.52,0.54,0.55,0.54,2589,1549,1.67,28.72%,08/10/17
AMTD,43.6,Call,41,08/18/17,7,2.55,2.83,3.10,4.8,4204,2528,1.66,48.17%,08/10/17
YUM,75.36,Put,75,10/20/17,70,2.09,2.2,2.30,2.03,540,326,1.66,18.73%,08/10/17
EA,113.99,Call,115,08/18/17,7,1.22,1.3,1.37,1.41,1437,865,1.66,29.82%,08/10/17
C,67.22,Put,67,08/11/17,0,0.27,0.28,0.29,0.29,2321,1397,1.66,27.17%,08/10/17
BAC,24.12,Call,24.5,08/11/17,0,0.04,0.05,0.05,0.04,24163,14544,1.66,33.90%,08/10/17
TEVA,17.19,Call,17.5,08/11/17,0,0.18,0.21,0.24,0.2,1520,914,1.66,94.65%,08/10/17
TEVA,17.19,Call,18.5,08/11/17,0,0.03,0.04,0.04,0.04,4492,2708,1.66,100.69%,08/10/17
DLPH,91.15,Put,87.5,09/15/17,35,1.10,1.2,1.30,1.15,1381,832,1.66,24.48%,08/10/17
CRR,6.96,Put,11,09/15/17,35,3.80,4,4.20,4.55,3020,1829,1.65,0.00%,08/10/17
BAC,24.12,Call,24,08/11/17,0,0.23,0.24,0.24,0.24,12090,7347,1.65,33.40%,08/10/17
NFLX,169.14,Call,177.5,08/18/17,7,0.85,0.89,0.93,0.9,1939,1174,1.65,40.99%,08/10/17
GOOGL,923.59,Call,945,08/11/17,0,0.10,0.18,0.25,0.15,570,347,1.64,24.43%,08/10/17
NVDA,164.74,Put,150,09/01/17,21,2.00,4,6.00,4.04,591,361,1.64,65.83%,08/10/17
BABA,151.77,Call,152.5,08/11/17,0,0.93,0.98,1.02,1,7892,4818,1.64,41.11%,08/10/17
LLY,82.05,Put,82.5,08/11/17,0,0.87,1.01,1.14,0.55,2501,1523,1.64,44.25%,08/10/17
INTC,36.14,Put,36.5,08/11/17,0,0.39,0.41,0.43,0.32,1115,686,1.63,23.07%,08/10/17
ZNGA,3.62,Call,2,12/15/17,126,1.38,1.54,1.70,1.56,800,492,1.63,0.00%,08/10/17
ESV,4.45,Call,5,12/15/17,126,0.40,0.45,0.50,0.45,1120,688,1.63,62.49%,08/10/17
NVDA,164.74,Call,180,08/11/17,0,1.85,1.93,2.00,1.99,6914,4253,1.63,197.19%,08/10/17
GOOG,907.24,Put,910,08/11/17,0,5.30,5.65,6.00,5.38,525,325,1.62,21.82%,08/10/17
NVDA,164.74,Call,167.5,08/18/17,7,7.05,7.43,7.80,7.5,2355,1456,1.62,102.75%,08/10/17
VRX,13.81,Put,6,01/19/18,161,0.11,0.13,0.14,0.13,1414,871,1.62,81.68%,08/10/17
JD,46.09,Put,45.5,08/11/17,0,0.17,0.21,0.25,0.18,649,403,1.61,46.48%,08/10/17
YY,77.86,Call,78,08/11/17,0,0.75,0.85,0.95,0.8,814,505,1.61,56.37%,08/10/17
GS,225.5,Put,225,08/11/17,0,0.87,0.94,1.00,0.98,1743,1085,1.61,24.89%,08/10/17
CRMD,0.35,Put,5,09/15/17,35,4.40,4.65,4.90,4.5,788,488,1.61,377.07%,08/10/17
CMG,322.65,Put,300,09/15/17,35,5.40,5.6,5.80,5.8,2316,1446,1.6,37.57%,08/10/17
XOM,78.97,Call,75,08/11/17,0,3.95,4.03,4.10,4.95,800,500,1.6,60.53%,08/10/17
XOM,78.97,Call,76,08/11/17,0,2.92,2.99,3.05,3.95,800,500,1.6,36.76%,08/10/17
DIS,101.35,Call,102,08/11/17,0,0.16,0.18,0.19,0.16,1382,866,1.6,19.87%,08/10/17
SBGI,30.7,Put,33,09/15/17,35,2.75,2.93,3.10,2.35,544,339,1.6,39.53%,08/10/17
APRN,5.14,Put,5,08/11/17,0,0.05,0.08,0.10,0.1,1756,1095,1.6,126.16%,08/10/17
XOM,78.97,Call,75.5,08/11/17,0,3.45,3.5,3.55,4.55,560,353,1.59,47.83%,08/10/17
RTN,177.62,Call,180,09/15/17,35,2.85,3.03,3.20,3.19,1094,688,1.59,18.54%,08/10/17
AABA,58.03,Put,44,10/20/17,70,0.07,0.14,0.21,0.45,1700,1066,1.59,37.16%,08/10/17
FLT,138.74,Put,140,08/18/17,7,2.80,3.1,3.40,3.08,2529,1601,1.58,34.12%,08/10/17
PEGA,52,Put,60,08/18/17,7,5.70,7.05,8.40,7.57,1094,691,1.58,0.00%,08/10/17
RCL,117.31,Put,115,09/15/17,35,2.48,2.57,2.66,2.6,1811,1145,1.58,25.85%,08/10/17
WFC,51.95,Put,51,08/11/17,0,0.03,0.04,0.05,0.03,880,558,1.58,28.55%,08/10/17
BG,77.96,Call,80,01/19/18,161,4.20,4.45,4.70,3.8,1000,638,1.57,25.25%,08/10/17
TXN,80.36,Call,65,08/18/17,7,15.25,16.35,17.45,17,526,336,1.57,151.77%,08/10/17
CMCSA,40.73,Call,40.5,09/22/17,42,1.18,1.26,1.34,1.05,2038,1300,1.57,20.57%,08/10/17
CMCM,10.39,Put,14,08/18/17,7,3.50,3.7,3.90,3.2,1595,1014,1.57,165.42%,08/10/17
WTW,47.59,Put,17,01/18/19,525,0.80,0.93,1.05,1,14720,9405,1.57,66.05%,08/10/17
TWTR,15.75,Put,12,01/19/18,161,0.31,0.32,0.32,0.3,2320,1486,1.56,41.79%,08/10/17
SGYP,3.07,Put,3.5,10/20/17,70,0.55,0.7,0.85,0.64,540,347,1.56,80.91%,08/10/17
SHLD,8.75,Put,18,12/15/17,126,10.75,11.1,11.45,11.8,3140,2007,1.56,185.51%,08/10/17
LNG,41.11,Put,37.5,01/19/18,161,1.95,2.07,2.18,2.17,743,475,1.56,35.31%,08/10/17
HDSN,9.26,Call,10,08/18/17,7,0.05,0.08,0.10,0.05,774,499,1.55,64.21%,08/10/17
BA,232.88,Put,230,08/11/17,0,0.20,0.25,0.29,0.23,1084,700,1.55,23.98%,08/10/17
JPM,92.19,Put,92.5,08/11/17,0,0.57,0.6,0.62,0.61,1826,1175,1.55,21.97%,08/10/17
PAA,20.67,Call,25,01/19/18,161,0.30,0.38,0.45,0.25,4108,2672,1.54,28.73%,08/10/17
VLY,11.4,Call,12,12/15/17,126,0.30,0.35,0.40,0.55,1090,710,1.54,21.56%,08/10/17
ATVI,60.21,Put,60,11/17/17,98,3.85,4.03,4.20,3.91,710,461,1.54,34.14%,08/10/17
RTN,177.62,Call,185,08/18/17,7,0.19,0.25,0.30,0.25,1231,799,1.54,24.01%,08/10/17
CMG,322.65,Put,280,08/18/17,7,0.15,0.18,0.20,0.2,999,655,1.53,55.06%,08/10/17
TSLA,355.4,Put,367.5,08/11/17,0,11.70,12.5,13.30,12.5,711,465,1.53,48.75%,08/10/17
BA,232.88,Call,237.5,08/11/17,0,0.05,0.06,0.07,0.05,782,512,1.53,22.89%,08/10/17
ESPR,48.14,Put,27,12/15/17,126,0.80,1.08,1.35,0.9,7305,4771,1.53,85.68%,08/10/17
C,67.22,Call,68,08/18/17,7,0.48,0.51,0.53,0.51,8089,5277,1.53,24.11%,08/10/17
NFLX,169.14,Put,130,06/15/18,308,6.75,7.15,7.55,7,2013,1313,1.53,40.00%,08/10/17
JD,46.09,Call,52,08/25/17,14,0.33,0.5,0.67,0.43,787,519,1.52,64.18%,08/10/17
GS,225.5,Call,230,08/11/17,0,0.06,0.1,0.13,0.1,2969,1953,1.52,25.59%,08/10/17
FB,167.4,Call,105,12/15/17,126,62.75,63.25,63.75,59.3,2001,1318,1.52,44.52%,08/10/17
NVDA,164.74,Call,175,08/11/17,0,3.25,3.28,3.30,3.28,6546,4310,1.52,205.47%,08/10/17
SSP,18.1,Put,20,08/18/17,7,1.65,1.9,2.15,2.43,670,445,1.51,34.24%,08/10/17
DDS,61.7,Call,77.5,08/18/17,7,0.05,0.1,0.15,0.1,1596,1059,1.51,94.94%,08/10/17
FB,167.4,Put,165,09/01/17,21,2.68,2.75,2.82,2.76,727,483,1.51,24.94%,08/10/17
M,20.67,Call,22,01/19/18,161,1.50,1.61,1.72,1.58,983,649,1.51,38.72%,08/10/17
TSEM,24.76,Put,25,01/19/18,161,1.95,2.13,2.30,2.3,1000,662,1.51,31.47%,08/10/17
HTZ,18.4,Put,17.5,09/15/17,35,1.15,1.25,1.35,1.15,649,432,1.5,76.56%,08/10/17
HLF,65.42,Put,57.5,09/15/17,35,0.42,0.48,0.53,0.5,605,403,1.5,38.19%,08/10/17
GILD,72.7,Call,72.5,08/11/17,0,0.40,0.47,0.53,0.52,559,372,1.5,23.41%,08/10/17
AAPL,155.32,Call,157.5,08/18/17,7,1.45,1.48,1.50,1.45,14712,9850,1.49,30.00%,08/10/17
AAPL,155.32,Call,162.5,08/25/17,14,0.75,0.78,0.80,0.76,6222,4173,1.49,26.15%,08/10/17
PHH,13.95,Call,18,08/18/17,7,0.00,0.05,0.05,0.05,600,402,1.49,105.71%,08/10/17
GOOG,907.24,Put,905,08/11/17,0,3.10,3.3,3.50,3.4,516,348,1.48,22.93%,08/10/17
AXP,84.56,Put,85,09/15/17,35,1.75,1.8,1.84,1.81,1107,748,1.48,15.59%,08/10/17
EBAY,34.99,Put,35,08/18/17,7,0.50,0.51,0.52,0.51,2692,1825,1.48,28.38%,08/10/17
NVDA,164.74,Put,95,01/19/18,161,0.65,0.97,1.29,0.86,5396,3649,1.48,52.11%,08/10/17
NXPI,112.12,Put,85,04/20/18,252,0.05,0.7,1.35,1.05,1500,1013,1.48,24.28%,08/10/17
PHH,13.95,Put,11,08/18/17,7,0.00,0.05,0.05,0.2,1512,1022,1.48,104.33%,08/10/17
DDS,61.7,Call,70,08/18/17,7,0.20,0.35,0.50,0.38,1189,806,1.48,79.62%,08/10/17
RAD,2.25,Put,2.5,09/15/17,35,0.35,0.38,0.41,0.41,791,533,1.48,81.86%,08/10/17
HES,41.74,Call,45,11/17/17,98,1.72,1.8,1.88,1.83,953,644,1.48,35.11%,08/10/17
NVDA,164.74,Call,187.5,08/11/17,0,0.70,0.86,1.02,0.74,2320,1570,1.48,194.16%,08/10/17
TSLA,355.4,Call,370,08/11/17,0,0.11,0.14,0.16,0.11,8467,5766,1.47,43.93%,08/10/17
TSLA,355.4,Call,372.5,08/11/17,0,0.05,0.1,0.15,0.08,2899,1970,1.47,47.27%,08/10/17
BBD,9.85,Put,11,12/15/17,126,1.42,1.46,1.50,1.47,900,612,1.47,32.25%,08/10/17
MSCC,49.43,Call,55,09/15/17,35,0.30,0.43,0.55,0.65,2382,1615,1.47,33.77%,08/10/17
BIDU,222.57,Put,225,08/11/17,0,2.96,3.21,3.45,3.05,1393,950,1.47,37.02%,08/10/17
M,20.67,Call,21,08/18/17,7,0.29,0.34,0.39,0.34,857,584,1.47,45.60%,08/10/17
NVDA,164.74,Call,170,08/11/17,0,4.90,5,5.10,5.01,8301,5638,1.47,209.85%,08/10/17
PVH,121.63,Put,115,09/15/17,35,1.95,2.05,2.15,1.42,1363,931,1.46,32.42%,08/10/17
M,20.67,Put,17,02/16/18,189,1.03,1.12,1.20,1.1,3121,2146,1.45,48.14%,08/10/17
C,67.22,Put,67.5,08/11/17,0,0.51,0.53,0.54,0.53,2287,1572,1.45,26.26%,08/10/17
JD,46.09,Call,52,08/18/17,7,0.25,0.3,0.35,0.3,877,606,1.45,80.28%,08/10/17
CAT,113.15,Put,115,08/11/17,0,1.78,1.89,2.00,1.86,1102,762,1.45,21.50%,08/10/17
LNG,41.11,Put,40,09/15/17,35,1.00,1.06,1.12,1.07,720,498,1.45,31.77%,08/10/17
AEP,71.36,Call,65,08/18/17,7,6.10,6.3,6.50,6,561,386,1.45,0.00%,08/10/17
GOOGL,923.59,Put,930,08/11/17,0,8.00,8.35,8.70,8.47,587,407,1.44,22.98%,08/10/17
PCLN,1849.62,Put,1860,08/11/17,0,14.80,16.9,19.00,12.5,814,565,1.44,28.33%,08/10/17
AAPL,155.32,Call,152.5,08/11/17,0,3.05,3.13,3.20,3.15,1679,1163,1.44,38.28%,08/10/17
BDX,198.22,Put,195,08/18/17,7,0.50,0.6,0.70,0.6,2008,1404,1.43,17.61%,08/10/17
JPM,92.19,Call,93,08/11/17,0,0.10,0.12,0.13,0.1,2671,1862,1.43,20.37%,08/10/17
NFLX,169.14,Put,172.5,08/18/17,7,5.35,5.48,5.60,5.47,2096,1464,1.43,40.81%,08/10/17
DVN,31.76,Put,33,08/18/17,7,1.47,1.5,1.52,1.22,978,685,1.43,43.15%,08/10/17
SPLK,56.83,Put,58.5,08/11/17,0,1.25,1.6,1.95,0.45,862,602,1.43,0.00%,08/10/17
ALLY,22.12,Call,24,12/15/17,126,0.65,0.75,0.85,1.02,5017,3500,1.43,27.54%,08/10/17
AMD,12.12,Call,18,08/11/17,0,0.00,0.01,0.01,0.07,580,407,1.43,304.55%,08/10/17
JPM,92.19,Put,91.5,08/11/17,0,0.17,0.19,0.21,0.21,961,679,1.42,23.72%,08/10/17
BAC,24.12,Call,24,08/25/17,14,0.52,0.54,0.55,0.53,5919,4178,1.42,25.83%,08/10/17
TSLA,355.4,Call,357.5,08/11/17,0,2.00,2.12,2.24,2.2,1409,997,1.41,41.00%,08/10/17
TSLA,355.4,Put,360,09/15/17,35,18.80,19.05,19.30,19,1118,792,1.41,38.70%,08/10/17
USB,52.38,Put,45,08/18/17,7,0.00,0.07,0.07,0.01,726,515,1.41,60.35%,08/10/17
PCLN,1849.62,Put,1850,08/11/17,0,9.50,11.05,12.60,11.32,804,570,1.41,28.18%,08/10/17
ALXN,132.3,Put,65,08/18/17,7,0.00,0.45,0.45,0.35,671,477,1.41,268.55%,08/10/17
AAOI,63.55,Put,35,12/15/17,126,0.90,0.98,1.05,1,562,399,1.41,78.95%,08/10/17
LEA,141.89,Put,140,09/15/17,35,3.40,3.6,3.80,3.75,507,362,1.4,26.47%,08/10/17
NTES,284.25,Put,290,08/11/17,0,5.50,6.8,8.10,6.61,541,387,1.4,52.13%,08/10/17
NVDA,164.74,Call,195,08/11/17,0,0.33,0.34,0.35,0.33,2909,2071,1.4,191.18%,08/10/17
TSLA,355.4,Put,370,08/11/17,0,13.85,14.98,16.10,13.6,1403,1011,1.39,55.01%,08/10/17
AMTD,43.6,Call,38,08/18/17,7,5.50,5.75,6.00,7.7,4200,3019,1.39,76.30%,08/10/17
JD,46.09,Call,47.5,08/11/17,0,0.03,0.06,0.09,0.04,1046,755,1.39,46.67%,08/10/17
TSLA,355.4,Put,350,08/11/17,0,1.12,1.26,1.39,1.29,4602,3324,1.38,44.44%,08/10/17
SNAP,13.77,Call,13.5,08/18/17,7,1.38,1.43,1.47,1.4,8111,5898,1.38,184.60%,08/10/17
MSFT,71.41,Put,71.5,08/11/17,0,0.38,0.4,0.41,0.41,3008,2174,1.38,23.41%,08/10/17
BG,77.96,Call,80,09/15/17,35,2.05,2.28,2.50,2.05,1869,1352,1.38,32.90%,08/10/17
OMER,23.56,Call,26,08/18/17,7,0.30,0.4,0.50,0.41,690,500,1.38,99.64%,08/10/17
WM,74.81,Put,65,01/18/19,525,2.05,2.25,2.45,2.3,773,560,1.38,18.75%,08/10/17
HSBC,48.19,Call,43,09/15/17,35,5.25,5.45,5.65,7.8,1322,956,1.38,30.42%,08/10/17
TSLA,355.4,Call,352.5,08/11/17,0,4.60,4.8,5.00,4.84,1112,812,1.37,42.38%,08/10/17
CMG,322.65,Put,325,08/11/17,0,3.70,3.9,4.10,3.7,522,381,1.37,37.88%,08/10/17
WDC,79.19,Put,79,08/11/17,0,0.60,0.65,0.69,0.71,678,496,1.37,44.63%,08/10/17
PCLN,1849.62,Put,1880,08/11/17,0,30.70,33.1,35.50,35,709,519,1.37,32.10%,08/10/17
CAT,113.15,Put,106,08/18/17,7,0.13,0.17,0.21,0.18,614,448,1.37,35.60%,08/10/17
SHOO,42.45,Put,35,09/15/17,35,0.05,0.13,0.20,0.55,6265,4567,1.37,40.94%,08/10/17
LVS,60.16,Put,60,09/15/17,35,1.56,1.62,1.67,1.55,2166,1579,1.37,23.55%,08/10/17
FOXA,27.88,Put,27,01/18/19,525,2.55,2.88,3.20,2.1,1900,1386,1.37,26.79%,08/10/17
HSBC,48.19,Put,45,12/15/17,126,1.00,1.07,1.13,1.01,715,522,1.37,21.87%,08/10/17
NVDA,164.74,Put,167.5,08/11/17,0,8.60,8.95,9.30,8.6,3266,2405,1.36,216.10%,08/10/17
ETSY,15.9,Call,20,09/15/17,35,0.00,0.1,0.10,0.05,2328,1718,1.36,45.21%,08/10/17
NFLX,169.14,Put,167.5,08/18/17,7,2.85,2.95,3.05,2.86,1334,984,1.36,43.27%,08/10/17
APO,29.5,Call,15,01/18/19,525,13.80,14.45,15.10,12.5,800,589,1.36,0.00%,08/10/17
CSCO,31,Put,31.5,08/11/17,0,0.50,0.52,0.53,0.5,2735,2031,1.35,22.89%,08/10/17
BBD,9.85,Put,12,12/15/17,126,2.15,2.25,2.35,3.55,1219,905,1.35,30.90%,08/10/17
XPO,54.99,Call,45,01/19/18,161,11.80,12,12.20,20,2750,2040,1.35,41.68%,08/10/17
NVDA,164.74,Put,155,12/15/17,126,12.40,12.75,13.10,13.1,556,411,1.35,46.88%,08/10/17
MS,46.3,Put,46.5,08/11/17,0,0.39,0.42,0.44,0.41,3123,2320,1.35,31.52%,08/10/17
NVDA,164.74,Call,182.5,08/11/17,0,1.45,1.54,1.63,1.56,2092,1547,1.35,198.38%,08/10/17
NVDA,164.74,Put,142,08/11/17,0,0.46,0.59,0.71,0.72,878,652,1.35,201.94%,08/10/17
SNAP,13.77,Put,14,08/11/17,0,1.08,1.24,1.40,1.08,2807,2089,1.34,387.46%,08/10/17
HAIN,42.98,Put,32,01/19/18,161,0.35,0.48,0.60,0.6,2487,1852,1.34,36.82%,08/10/17
NVDA,164.74,Call,180,09/01/17,21,3.60,5.3,7.00,4.5,1597,1196,1.34,70.34%,08/10/17
V,99.49,Put,99.5,08/11/17,0,0.39,0.41,0.43,0.39,806,601,1.34,19.56%,08/10/17
SPR,68.81,Put,47.5,10/20/17,70,0.00,0.15,0.15,0.05,690,515,1.34,41.65%,08/10/17
JPM,92.19,Put,91.5,08/18/17,7,0.64,0.66,0.68,0.6,1286,959,1.34,20.70%,08/10/17
C,67.22,Call,67.5,08/11/17,0,0.23,0.26,0.28,0.26,3019,2259,1.34,26.87%,08/10/17
KERX,6.35,Put,7,12/15/17,126,1.30,1.4,1.50,1.2,1610,1198,1.34,68.51%,08/10/17
AMD,12.12,Call,13,08/11/17,0,0.03,0.04,0.04,0.03,12799,9535,1.34,106.59%,08/10/17
WTW,47.59,Call,55,01/19/18,161,3.10,3.25,3.40,2.4,976,731,1.34,46.00%,08/10/17
TSLA,355.4,Call,355,08/11/17,0,3.15,3.28,3.40,3.35,1739,1307,1.33,41.33%,08/10/17
AAPL,155.32,Put,157.5,08/18/17,7,3.55,3.6,3.65,3.6,7799,5882,1.33,29.62%,08/10/17
AMZN,956.92,Call,980,08/18/17,7,5.10,5.33,5.55,5.1,814,613,1.33,28.02%,08/10/17
BAC,24.12,Put,23.5,09/08/17,28,0.39,0.41,0.42,0.37,1029,775,1.33,26.21%,08/10/17
VZ,48.02,Call,48,08/11/17,0,0.18,0.2,0.21,0.21,769,577,1.33,18.37%,08/10/17
CSCO,31,Call,31.5,08/11/17,0,0.02,0.03,0.03,0.03,3148,2368,1.33,25.94%,08/10/17
GRA,66.38,Put,72.5,08/18/17,7,6.10,6.4,6.70,4.2,2409,1822,1.32,57.60%,08/10/17
BIDU,222.57,Call,230,08/11/17,0,0.03,0.08,0.13,0.03,2352,1777,1.32,36.88%,08/10/17
COH,47.09,Call,40,11/17/17,98,7.40,7.65,7.90,8.05,1129,863,1.31,29.34%,08/10/17
IBM,141.84,Put,140,10/20/17,70,3.55,3.63,3.70,3.65,3047,2326,1.31,18.85%,08/10/17
NVDA,164.74,Call,190,10/20/17,70,5.40,5.5,5.60,5.75,763,584,1.31,48.05%,08/10/17
WYNN,126.02,Put,125,08/11/17,0,0.52,0.55,0.58,0.53,666,508,1.31,37.31%,08/10/17
AVGO,240.71,Call,250,08/11/17,0,0.00,0.15,0.15,0.1,690,525,1.31,40.30%,08/10/17
KSS,39.5,Put,38,08/11/17,0,0.05,0.08,0.10,0.05,964,736,1.31,62.89%,08/10/17
SBUX,53.07,Put,53.5,08/18/17,7,0.77,0.81,0.84,0.82,1167,893,1.31,20.91%,08/10/17
NOG,0.98,Put,2,09/15/17,35,0.95,1.08,1.20,0.35,643,491,1.31,198.91%,08/10/17
EPC,73.59,Put,80,08/18/17,7,5.80,6.4,7.00,8,2601,1992,1.31,24.83%,08/10/17
TSEM,24.76,Put,24,08/18/17,7,0.15,0.25,0.35,0.15,3032,2307,1.31,44.09%,08/10/17
MOBL,3.9,Call,2.5,09/15/17,35,1.30,1.48,1.65,1.65,723,556,1.3,126.16%,08/10/17
OLN,28.62,Call,33,09/15/17,35,0.00,0.15,0.15,0.45,982,758,1.3,30.06%,08/10/17
TSLA,355.4,Call,365,08/18/17,7,3.65,3.75,3.85,3.6,2091,1608,1.3,41.18%,08/10/17
BG,77.96,Put,67.5,01/19/18,161,1.40,1.68,1.95,1.85,1000,767,1.3,28.50%,08/10/17
BABA,151.77,Call,150,08/11/17,0,2.35,2.45,2.55,2.46,3545,2734,1.3,43.99%,08/10/17
AMZN,956.92,Put,920,08/11/17,0,0.22,0.32,0.41,0.35,640,492,1.3,42.35%,08/10/17
AMZN,956.92,Call,985,08/18/17,7,3.90,4.2,4.50,4.25,735,566,1.3,28.05%,08/10/17
C,67.22,Call,67,08/11/17,0,0.49,0.51,0.53,0.52,663,510,1.3,27.76%,08/10/17
WYNN,126.02,Call,128,08/18/17,7,1.44,1.48,1.51,1.47,563,434,1.3,35.78%,08/10/17
DG,75.58,Call,80.5,09/08/17,28,0.70,0.8,0.90,1.1,770,594,1.3,29.77%,08/10/17
NFLX,169.14,Call,175,08/18/17,7,1.39,1.44,1.48,1.44,3414,2621,1.3,41.25%,08/10/17
SHPG,149.97,Put,150,08/18/17,7,2.15,2.45,2.75,2.15,672,517,1.3,31.91%,08/10/17
UAA,18.71,Put,22.5,08/18/17,7,3.75,3.88,4.00,3.9,910,708,1.29,100.03%,08/10/17
BLK,422.69,Call,480,08/18/17,7,0.00,0.75,0.75,0.25,967,750,1.29,53.20%,08/10/17
URI,111.62,Put,105,09/15/17,35,2.00,2.1,2.20,1.9,1140,887,1.29,35.82%,08/10/17
D,77.82,Put,55,10/20/17,70,0.00,0.05,0.05,0.08,785,608,1.29,33.32%,08/10/17
AMZN,956.92,Call,975,08/18/17,7,6.45,6.73,7.00,6.71,564,436,1.29,28.10%,08/10/17
KR,23.57,Put,22,09/15/17,35,0.45,0.5,0.55,0.52,734,569,1.29,40.44%,08/10/17
CARB,20.05,Call,20,09/15/17,35,1.10,1.2,1.30,2.2,1400,1089,1.29,47.85%,08/10/17
FEYE,13.89,Call,16,02/16/18,189,0.97,1,1.02,1,1969,1521,1.29,43.19%,08/10/17
AMD,12.12,Call,28,10/20/17,70,0.00,0.03,0.03,0.04,1382,1083,1.28,78.74%,08/10/17
CYBR,40.21,Put,34,08/11/17,0,0.00,0.05,0.05,0.05,826,646,1.28,158.98%,08/10/17
TTD,50.06,Call,55,08/18/17,7,1.70,1.83,1.95,1.7,2306,1804,1.28,141.41%,08/10/17
QCOM,52.34,Put,51.5,08/11/17,0,0.05,0.06,0.06,0.05,945,739,1.28,28.57%,08/10/17
DEPO,6.26,Put,3,01/19/18,161,0.10,0.2,0.30,0.15,2684,2116,1.27,102.90%,08/10/17
JCP,4.71,Call,6,09/15/17,35,0.11,0.12,0.13,0.11,2539,1999,1.27,82.46%,08/10/17
AMZN,956.92,Put,970,08/11/17,0,13.60,14.28,14.95,14.4,3457,2718,1.27,26.97%,08/10/17
MPC,52.21,Put,55,08/25/17,14,3.05,3.33,3.60,1.62,885,696,1.27,38.81%,08/10/17
M,20.67,Put,21.5,08/11/17,0,0.72,0.9,1.07,0.92,5870,4604,1.27,73.84%,08/10/17
CHL,55.08,Call,57.5,09/15/17,35,0.10,0.18,0.25,0.2,1026,807,1.27,13.24%,08/10/17
SEAS,12.68,Call,18,09/15/17,35,0.00,0.05,0.05,0.01,2500,1976,1.27,58.28%,08/10/17
AAPL,155.32,Put,160,08/11/17,0,4.65,4.75,4.85,4.71,13879,11029,1.26,36.11%,08/10/17
GOOG,907.24,Put,915,08/11/17,0,8.20,8.85,9.50,8.5,543,432,1.26,19.93%,08/10/17
MSFT,71.41,Call,73.5,09/01/17,21,0.39,0.41,0.43,0.42,511,404,1.26,17.11%,08/10/17
ILG,25.49,Call,15,09/15/17,35,9.45,11.13,12.80,12,4000,3180,1.26,157.06%,08/10/17
WLL,4.75,Put,5,08/18/17,7,0.33,0.35,0.37,0.32,10066,8015,1.26,80.82%,08/10/17
NVDA,164.74,Put,144,08/11/17,0,0.59,0.66,0.72,0.7,623,495,1.26,192.57%,08/10/17
CRNT,2.17,Put,5,09/15/17,35,2.70,2.9,3.10,1.6,717,568,1.26,198.58%,08/10/17
PAGP,21.15,Call,22,08/18/17,7,0.05,0.13,0.20,0.17,7940,6342,1.25,37.98%,08/10/17
TEVA,17.19,Call,18.5,08/18/17,7,0.20,0.23,0.25,0.22,1152,918,1.25,75.71%,08/10/17
SCCO,38.55,Call,35,08/18/17,7,3.50,3.65,3.80,3.7,1500,1196,1.25,54.07%,08/10/17
TMUS,62.47,Call,68.5,08/18/17,7,0.00,0.19,0.19,0.2,750,598,1.25,45.64%,08/10/17
TRN,28.51,Call,28,08/11/17,0,0.45,0.58,0.70,0.5,504,403,1.25,40.18%,08/10/17
NVDA,164.74,Put,160,08/11/17,0,4.85,5,5.15,5,6912,5553,1.24,210.18%,08/10/17
AAPL,155.32,Put,134,08/18/17,7,0.12,0.14,0.16,0.12,826,665,1.24,61.95%,08/10/17
JPM,92.19,Put,92,08/11/17,0,0.34,0.36,0.37,0.36,783,633,1.24,23.12%,08/10/17
AMZN,956.92,Put,967.5,08/11/17,0,11.80,12.3,12.80,12.08,1154,934,1.24,27.28%,08/10/17
DIS,101.35,Call,103,08/11/17,0,0.02,0.03,0.04,0.03,1925,1553,1.24,20.21%,08/10/17
TEVA,17.19,Call,17,08/11/17,0,0.39,0.42,0.45,0.4,911,732,1.24,88.44%,08/10/17
APRN,5.14,Call,6,09/15/17,35,0.15,0.2,0.25,0.25,600,486,1.23,76.91%,08/10/17
NVTA,9.11,Call,7.5,12/15/17,126,2.10,2.25,2.40,2.5,1059,858,1.23,66.10%,08/10/17
AAPL,155.32,Put,155,08/18/17,7,2.23,2.26,2.28,2.25,15455,12573,1.23,30.55%,08/10/17
ILG,25.49,Call,17,09/15/17,35,7.00,8.7,10.40,10,3000,2431,1.23,92.20%,08/10/17
JPM,92.19,Call,93.5,08/11/17,0,0.03,0.04,0.05,0.04,1369,1115,1.23,19.98%,08/10/17
INFN,8.7,Call,12.5,08/25/17,14,0.00,0.05,0.05,0.72,1095,887,1.23,103.29%,08/10/17
JD,46.09,Put,47,08/11/17,0,0.91,1.08,1.25,1.1,1226,994,1.23,51.41%,08/10/17
CAT,113.15,Put,112,08/11/17,0,0.16,0.2,0.23,0.2,975,794,1.23,25.72%,08/10/17
